File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
edcc2f92-ff40-46a5-af39-7031471bfdd7	d805b3f4-779f-4d46-9523-6e87aea79fa0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-YL-A9WY	TCGA-YL-A9WY-01A	Primary Tumor
793eed71-baca-44c6-9f3f-319c7a3cc80e	6798725d-5c9a-4e0b-84ce-fa7c327fd3c7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-V1-A9OF	TCGA-V1-A9OF-01A	Primary Tumor
eaf70daf-e5c5-452a-bba3-51ce64952b76	a548128e-da30-4f42-98be-7be46f8e25dc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-V1-A8WW	TCGA-V1-A8WW-01A	Primary Tumor
003ff310-b186-4a66-ba84-a51c3f80bc19	TCGA-KK-A6E4-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KK-A6E4	TCGA-KK-A6E4-01A	Primary Tumor
156220a3-6a59-4f72-8297-b9c55c1431d6	TCGA-CH-5740-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-CH-5740	TCGA-CH-5740-01A	Primary Tumor
3a643e32-8ece-4e7f-93a0-9fab9c33ddd3	53cba562-6d13-4c88-b13d-39a2a600fc2e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6496	TCGA-G9-6496-11A	Solid Tissue Normal
96c2b1ed-b325-4f27-937a-9101d2366105	9b8b8f68-d969-42d5-b0d1-67d44f8b5dc4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-A65M	TCGA-EJ-A65M-01A	Primary Tumor
ab38f035-7835-46c9-a84a-63e786a8105a	3b1e6719-4f05-48cc-9376-98d7de78d515.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-XJ-A83G	TCGA-XJ-A83G-01A	Primary Tumor
bf214805-d6d5-4296-b2c4-d96076ecf1c8	TCGA-KK-A6E1-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KK-A6E1	TCGA-KK-A6E1-01A	Primary Tumor
a6f17737-59a3-468b-b6f2-207ff3a0fe5b	b2974e70-ca9b-4559-aa1d-cd342a529497.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-XK-AAJA	TCGA-XK-AAJA-01A	Primary Tumor
457ea661-5291-418b-abfb-c08ddefeeaff	fa1f9327-df9a-499f-bc56-c49088417617.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-5497	TCGA-EJ-5497-01A	Primary Tumor
f9012ce5-ddcd-48c3-9551-5d3db059f106	TCGA-EJ-5512-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-5512	TCGA-EJ-5512-01A	Primary Tumor
61fb3d31-24d9-45ad-a3ee-7959fdafcd26	22200e14-44e6-4660-9289-62ad3db1df7b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-A8FO	TCGA-EJ-A8FO-11A	Solid Tissue Normal
1bd1bb1d-f8a6-48e5-b7a4-07d73a4b6c05	dab8478b-3b9e-4062-b497-72862aa2576c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-A7NK	TCGA-EJ-A7NK-01A	Primary Tumor
b1e5ac31-428f-43aa-bb4e-feafd39a317c	07aa3728-fdc1-40e5-bd97-b9eb055e47e2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-A8FO	TCGA-EJ-A8FO-01A	Primary Tumor
74e983c9-46a6-4bfc-bee3-072ee1ada379	TCGA-EJ-A7NK-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-A7NK	TCGA-EJ-A7NK-01A	Primary Tumor
e1438505-3eaa-4300-b873-1a60f8beac32	TCGA-EJ-AB27-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-AB27	TCGA-EJ-AB27-01A	Primary Tumor
3802f648-0f81-4fd0-84db-192503c0c361	4f4edf21-3d00-4926-823b-dc82da4a1524.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-YL-A8HO	TCGA-YL-A8HO-01A	Primary Tumor
6eabeda0-09a5-4862-bdbe-044e9427726a	TCGA-YL-A8HO-01A-21-A43N-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-YL-A8HO	TCGA-YL-A8HO-01A	Primary Tumor
7f84e3d0-4729-4fb8-8783-99b34ff4ed71	TCGA-G9-6373-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-G9-6373	TCGA-G9-6373-01A	Primary Tumor
e4ce56ed-b03d-4054-94f7-981a702d7557	34379142-2553-4d15-a430-e16da714d03e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6498	TCGA-G9-6498-01A	Primary Tumor
87d2e64a-3c0f-4ffb-a01c-c666521c2fce	77801672-0067-474c-a276-a4a7377ba9e8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-VN-A88I	TCGA-VN-A88I-01A	Primary Tumor
6272f086-52ce-4ba5-bd9e-d24b2a2676b6	TCGA-VN-A88I-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-VN-A88I	TCGA-VN-A88I-01A	Primary Tumor
619c0800-333f-4a9d-a56b-356ec11df44c	925c3c30-6794-450d-87bc-704ff9cde1a3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-5527	TCGA-EJ-5527-01A	Primary Tumor
eac73678-e877-4fa6-af62-be7d3b16b55a	TCGA-EJ-5532-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-5532	TCGA-EJ-5532-01A	Primary Tumor
4a794784-0d1a-4496-882c-292561e9a3a4	3f5c4f2e-70cc-4058-af97-b401273968b1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6353	TCGA-G9-6353-01A	Primary Tumor
c87d4ef0-e9b3-4626-ab4d-2b9ae52d3def	TCGA-ZG-A8QX-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-ZG-A8QX	TCGA-ZG-A8QX-01A	Primary Tumor
e816de3b-fae9-4081-ba8e-a4b9d0c6e046	ba632c2b-9b5a-434b-967a-863d3516fe24.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7794	TCGA-EJ-7794-11A	Solid Tissue Normal
f5935bba-2c4b-4907-9253-810408a8d9dd	TCGA-YL-A8SP-01B-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-YL-A8SP	TCGA-YL-A8SP-01B	Primary Tumor
4f8e6a27-d100-438d-9ae0-fc84ca639291	45e2bd4b-9854-4f6f-9062-4ce4a2b4fed9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-A9TE	TCGA-HC-A9TE-01A	Primary Tumor
6bc7d986-8c38-4001-a38f-4be2410ce57c	82e78cdd-b179-4e24-b6fc-4ee42dcdb87f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-QU-A6IM	TCGA-QU-A6IM-01A	Primary Tumor
db540696-d1c7-4853-817b-8f7b0714aa5e	ae453e2d-6a82-49b7-87ef-5835389c70ff.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7115	TCGA-EJ-7115-11A	Solid Tissue Normal
9c2e3330-03c5-4bfd-97b2-6207e51dcc6d	TCGA-G9-6379-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-G9-6379	TCGA-G9-6379-01A	Primary Tumor
dc77aa72-319f-4ff7-816b-d12985665e2f	bb073910-11f1-4f63-af0e-68b290c02313.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-A7NN	TCGA-EJ-A7NN-01A	Primary Tumor
baee2b81-bbfe-42e1-9614-a55f90eacd71	TCGA-ZG-A9LZ-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-ZG-A9LZ	TCGA-ZG-A9LZ-01A	Primary Tumor
3a4280f4-0728-4bf5-8172-d1862cc20a28	TCGA-YL-A9WL-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-YL-A9WL	TCGA-YL-A9WL-01A	Primary Tumor
48d59c1b-0086-4db3-bde1-c0d773a79039	a63e0a4b-8737-4a19-8592-8a180c37adcc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A8II	TCGA-KK-A8II-01A	Primary Tumor
7357cc83-fffc-48fb-a7b6-1d1088854061	b42fe747-93c0-4232-b759-01fb998838ea.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-CH-5789	TCGA-CH-5789-01A	Primary Tumor
e6543ee5-66ea-4b2f-96ae-7fc740528614	TCGA-CH-5750-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-CH-5750	TCGA-CH-5750-01A	Primary Tumor
91e37ff6-3d3a-48fa-a016-d5b2aaca120b	86412172-1e34-4ad2-b747-1d6e5966dff8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-YL-A8SR	TCGA-YL-A8SR-01B	Primary Tumor
a6749535-84fb-48fe-9e3a-ab8f34b5f1b7	e6e04d6e-c9bd-4a2c-aa97-a6f96e80f7c5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-V1-A8WS	TCGA-V1-A8WS-01A	Primary Tumor
88499acd-7754-4c6c-8ca4-a579f0bb32f2	23c34f44-d21a-4058-b628-e000d30568c3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A6E4	TCGA-KK-A6E4-01A	Primary Tumor
786ef02c-5a52-4eb2-aba7-46b68187585e	TCGA-EJ-A65M-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-A65M	TCGA-EJ-A65M-01A	Primary Tumor
5c68de67-a951-4996-9e0f-570cbc8ee14e	TCGA-G9-6496-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-G9-6496	TCGA-G9-6496-01A	Primary Tumor
fe0a1d58-8ef1-4d2c-9e25-34c137e14bd9	TCGA-V1-A9ZG-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-V1-A9ZG	TCGA-V1-A9ZG-01A	Primary Tumor
5c869053-ffba-482b-a34e-123157b7bbe6	77da9e82-dfdb-4ed2-99d2-cf93ada9148d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-5506	TCGA-EJ-5506-01A	Primary Tumor
04612bcb-c7b5-47b7-a4bc-24691d47b146	TCGA-EJ-7793-01A-11-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-7793	TCGA-EJ-7793-01A	Primary Tumor
3a791e53-55ea-4ef3-aaab-e3cc477911ba	TCGA-YL-A8SH-01B-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-YL-A8SH	TCGA-YL-A8SH-01B	Primary Tumor
f98b15ec-bf28-4461-9fee-aaed0f6213e8	b2dc28e3-9f5b-45f3-8477-ad360e8c229b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6369	TCGA-G9-6369-01A	Primary Tumor
19c2cf7d-b0e6-45a8-aaae-ea679ee34f2e	ec2fe02e-4141-42fc-8cda-3ca0497cc9dc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-J4-A83J	TCGA-J4-A83J-01A	Primary Tumor
a5fb4a2a-f392-4ec4-ba4d-a8609f259ae0	TCGA-J4-A83J-01A-21-A43L-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-J4-A83J	TCGA-J4-A83J-01A	Primary Tumor
dfe13b04-645b-488e-baf5-1f78fea3df8f	92da2574-dc19-403e-b364-95a41a0bdeba.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-J4-A83J	TCGA-J4-A83J-11A	Solid Tissue Normal
9afdc676-16ff-4c1e-bc64-b1beddb497ea	c651b72a-f4e7-4ba8-a87d-af73a74c89d5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A8IJ	TCGA-KK-A8IJ-01A	Primary Tumor
4040a6b9-733a-4711-a6fb-311e72feaa27	TCGA-KK-A8IJ-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KK-A8IJ	TCGA-KK-A8IJ-01A	Primary Tumor
c43feeba-ba0e-4b05-9da0-dc38fb1cc85f	6664e792-b8d8-43d1-ba34-be969e4fd0d4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6348	TCGA-G9-6348-01A	Primary Tumor
c4bb0bc9-23df-41f3-8ca9-4a7a028a6027	4ef20aa9-ee28-4242-8590-14fb67e857d6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6329	TCGA-G9-6329-01A	Primary Tumor
20fe34de-d7c4-4af6-8dae-b3998204e108	9f3fbf9b-8a8f-435e-9d9b-902738d9e308.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-7752	TCGA-HC-7752-01A	Primary Tumor
6f252e85-60a0-4c6f-9ce8-ba28cfc7c846	bae4d699-6a41-4618-bd14-9652f58511ce.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-7736	TCGA-HC-7736-01A	Primary Tumor
7ab632d9-dac1-442b-ac13-18ff8e0f135c	TCGA-KC-A4BO-01A-51-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KC-A4BO	TCGA-KC-A4BO-01A	Primary Tumor
a70e7f79-8f18-4109-a427-14016c640863	262876e1-0fe0-44d2-8d72-8dccb2bb8357.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-VN-A88K	TCGA-VN-A88K-01A	Primary Tumor
ac122dbe-24b5-4ec3-b9e1-fa8da86965a2	TCGA-CH-5753-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-CH-5753	TCGA-CH-5753-01A	Primary Tumor
2ba0d185-9c0f-4f77-b967-887994c35537	b2a45363-60f5-468c-b29d-687c2e0bf83b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-J4-8198	TCGA-J4-8198-01A	Primary Tumor
72828db8-8ac2-48f0-bd19-a448d35585e1	f51e4f6d-f132-4752-9079-774258d23fbd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-MG-AAMC	TCGA-MG-AAMC-01A	Primary Tumor
a5201a4e-8903-4453-bc6e-2634ed88d8db	61f56d29-0c8f-41f6-a1dd-e31457e219bc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A59V	TCGA-KK-A59V-01A	Primary Tumor
68d49ed1-38e7-452d-a374-b231aec24e0f	db6555f4-07d6-493b-9d59-c89e4ba07d17.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-XK-AAJR	TCGA-XK-AAJR-01A	Primary Tumor
b342ad41-3b9b-475b-9a63-ea68feb37058	TCGA-CH-5745-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-CH-5745	TCGA-CH-5745-01A	Primary Tumor
b847dbdf-f64c-4bbd-918a-e8251c948aee	TCGA-EJ-A65D-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-A65D	TCGA-EJ-A65D-01A	Primary Tumor
647bb579-5210-4c00-b6e9-ef275dcdf5a2	44775d34-6995-4670-b6b9-df0a5de0d3fd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-A65D	TCGA-EJ-A65D-01A	Primary Tumor
78151506-0004-45d9-8b9f-3d9b8c5550f4	58734d11-1c9d-4edf-8420-6334f2e82a20.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-V1-A8WV	TCGA-V1-A8WV-01A	Primary Tumor
124487dd-f261-4968-b758-8f4d8b4cb072	TCGA-EJ-A7NM-01A-11-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-A7NM	TCGA-EJ-A7NM-01A	Primary Tumor
88097c6d-9276-41ab-adfa-eadb2f3b6fbc	7d7a06a1-ecbd-4236-b85e-c59cf6bc2cf5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-7231	TCGA-HC-7231-01A	Primary Tumor
4eba3a0f-91df-41a0-b7ac-85cfb7645c09	TCGA-KK-A7B3-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KK-A7B3	TCGA-KK-A7B3-01A	Primary Tumor
991cfe91-4257-4825-889a-d434b29a3002	ef512413-a2b3-400f-813b-ed90dd063ceb.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-5531	TCGA-EJ-5531-01A	Primary Tumor
df400080-3154-4ad7-8f99-b21ea34da454	f6d01ca9-559e-4416-911e-458ae9eb7258.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-YL-A9WK	TCGA-YL-A9WK-01A	Primary Tumor
0de282ad-988a-4f15-b548-1fd4dcf367c6	TCGA-HC-7212-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-HC-7212	TCGA-HC-7212-01A	Primary Tumor
5fb96f5d-1bb4-4439-836e-842fb2560e49	7c13f1bd-dace-4c1c-95ae-348c74f2768a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-CH-5741	TCGA-CH-5741-01A	Primary Tumor
70e5f5a1-eef9-4a82-b40b-bde4caf852f4	TCGA-CH-5741-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-CH-5741	TCGA-CH-5741-01A	Primary Tumor
0449de4f-ced2-4770-86b3-26f9d3265069	TCGA-EJ-5508-01A-11-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-5508	TCGA-EJ-5508-01A	Primary Tumor
047069e8-e151-416c-8e6f-7065213e7ecd	TCGA-KC-A4BV-01A-41-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-KC-A4BV	TCGA-KC-A4BV-01A	Primary Tumor
e1eda049-76b2-4cab-ae4a-9bea520f8713	892c9f39-f8d9-4272-af1f-84eb37740f8d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-WW-A8ZI	TCGA-WW-A8ZI-01A	Primary Tumor
45dfb0ee-7d53-4bd8-b1d0-4a0a3275e4b5	64dc3324-0550-432b-8237-cee3ca6aa392.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-8258	TCGA-HC-8258-11A	Solid Tissue Normal
5f9c7a7f-9df6-49a6-8b78-d11256c2d1ae	ec5f4c5b-f53f-4169-8764-c8a7f55a7001.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-VN-A88O	TCGA-VN-A88O-01A	Primary Tumor
ed6e4373-f92a-4f42-900a-6f95eaa2d2f9	TCGA-EJ-5526-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-5526	TCGA-EJ-5526-01A	Primary Tumor
2d835125-fed7-4b0d-969e-7c6cee5f1363	20056b8d-000f-4a0a-954a-f537186278b1.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-ZG-A9LB	TCGA-ZG-A9LB-01A	Primary Tumor
b815048a-2698-4199-bf47-39a78757cbfd	fd52cb64-2115-4dbb-872b-5a2dda6207c8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-YL-A8HM	TCGA-YL-A8HM-01A	Primary Tumor
553daef5-9cde-42f2-a921-f7f90d087886	ff2ba139-f4fb-43a7-8f9d-4a33c94e0381.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-7211	TCGA-HC-7211-11A	Solid Tissue Normal
1373d436-3021-4d0d-8316-687f5249f295	e97e8e40-2fb4-43a2-a5db-ddabc84a7937.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-VP-A875	TCGA-VP-A875-01A	Primary Tumor
34d3e37e-42d8-463d-a00e-cc587890ae50	33321f4f-d814-4792-9613-b3e878f6da48.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7327	TCGA-EJ-7327-01A	Primary Tumor
10def4ee-3676-4af8-9580-c9e0549547a8	TCGA-EJ-A65B-01A-21-A43M-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-A65B	TCGA-EJ-A65B-01A	Primary Tumor
d5ed394c-293d-49eb-8187-a586a1835377	ce8e6e8f-80ae-4ea2-bddc-eb677aa3d8f9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-VN-A88N	TCGA-VN-A88N-01A	Primary Tumor
e8440568-4da2-4c9f-a28b-517cfab6a2ae	TCGA-EJ-8469-01A-21-A304-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-EJ-8469	TCGA-EJ-8469-01A	Primary Tumor
10683dae-eb4a-4cb3-89e0-7e364f58171d	TCGA-G9-7510-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-G9-7510	TCGA-G9-7510-01A	Primary Tumor
69ab4099-d74f-469d-a6ea-f4985027056f	TCGA-CH-5764-01A-11-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-CH-5764	TCGA-CH-5764-01A	Primary Tumor
6b76c1c6-4023-4751-8630-579bb7ef2f48	37c900e7-1b0f-4a10-a011-f8b9a7b2f032.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A59Z	TCGA-KK-A59Z-01A	Primary Tumor
6626903a-d832-472d-a5ed-a76fb4f1c6b8	24adda2b-ee91-4d2e-83fc-154ad17903f8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-7747	TCGA-HC-7747-01A	Primary Tumor
ac66365d-531f-4e36-8ceb-63da59bef304	4dfdbbfc-cebd-4354-b04f-898f37bf38ac.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-2A-A8W1	TCGA-2A-A8W1-01A	Primary Tumor
3282555f-203c-4690-9dc8-d78aa6859782	dd80ed79-1dda-4fb7-adc9-27a255bb2dad.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-V1-A9O5	TCGA-V1-A9O5-01A	Primary Tumor
84b67b25-78f6-44cf-8663-2513f9d48d3b	93e13fe5-53bd-4ce4-9678-807d1d55abf4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-A7NF	TCGA-EJ-A7NF-01A	Primary Tumor
50354900-3c3a-4e11-9bd9-e44fbaea7a9e	5007de0a-0d57-4bbd-96fc-a17d74f17c7c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-8266	TCGA-HC-8266-01A	Primary Tumor
6198f623-9da8-40c5-bad3-be774d67f757	02800cc2-cd08-4caf-aa01-ce0bf88ec05c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A7AY	TCGA-KK-A7AY-01A	Primary Tumor
d3f18350-bb2b-4fcd-9293-9e08caf864b6	TCGA-HC-7744-01A-21-A303-20_RPPA_data.tsv	Proteome Profiling	Protein Expression Quantification	TCGA-PRAD	TCGA-HC-7744	TCGA-HC-7744-01A	Primary Tumor
